CL,CL_ci,CD,CD_ci,CS,CS_ci,beta
0.8389819369587569,0.010512431660821138,0.2288318717430884,0.009036565907260678,-0.10926004555706494,0.008110565145668156,-19.950177965526205
0.877394181178032,0.01279498307188092,0.19069362698929673,0.013000910673620037,-0.08142346192689821,0.010195284111974947,-13.962871308478643
0.8669027983005656,0.013292408593805134,0.20047227474654947,0.014118364077553307,-0.033803014465258865,0.010568941682095002,-11.984585994418914
0.8941499935549997,0.01295305280419159,0.19271739428128287,0.013890902391910749,-0.0829261240220353,0.010273790514469075,-9.962186102076572
0.8665152415447341,0.013157295125787564,0.18473600031269624,0.014969734951942145,-0.08739912867500123,0.009641887208934042,-7.960146434319843
0.9028555766280272,0.01367501877154591,0.19806326813541228,0.015903693180481744,-0.07033501000711782,0.009670037966489521,-5.967927587111804
0.925890458954567,0.014463729337635955,0.19130596801182803,0.01596965814119644,-0.057189912607342526,0.009814876906165868,-3.973921685800615
0.9264049492134235,0.015478908445309322,0.18964108127633267,0.018493104614098425,-0.019971555800051426,0.010114147444868611,-1.9908930704129555
0.9338668209191546,0.01587750602832439,0.19296162378225148,0.016936888197483277,-0.013198916300087366,0.010479998928274403,0.006018639838258339
0.9195575912104534,0.014083307882746041,0.18570227726366142,0.015117925995964055,-0.020800366991807564,0.01104393330553635,2.0094848633464295
0.9172746649393639,0.014982732979344614,0.1738580672922739,0.01769815068023769,0.005379210070952157,0.010089797365083917,3.997547107103696
0.9539759729137754,0.015370702522261774,0.16208314101527208,0.02124405898041848,0.06602902108064776,0.01074169833711321,5.96989109653233
1.0061179306433836,0.010837935241264824,0.1113222498556425,0.01027277463477343,0.12232020106342958,0.00889570096196074,7.944222599916081
0.8439740435800601,0.011365030678061805,0.18179028041337286,0.010635654620048243,0.0468945460652596,0.008553952752862552,9.978616321466973
0.8491648715735955,0.011645372133727063,0.18721282618394883,0.009763280630134825,0.03448745702429597,0.00813554565837993,11.984273892034206
0.8303724781855907,0.012955285139438907,0.19521421394140687,0.009309429139102399,0.03458636029422402,0.010246626789327867,13.984228792637635
0.778371261186768,0.008796856833471992,0.21185214307751102,0.007808200969308317,0.07261054468942975,0.008217489683777739,19.966889954674343
