CMx,CMx_ci,CMy,CMy_ci,CMz,CMz_ci,alpha
-0.2122163330349824,0.01916491353737652,-0.034218937699785686,0.02486701000214285,0.15195802802498856,0.019101845225026975,-19.9239831272398
-0.19115290376955446,0.026373614401007092,0.03904853977672837,0.028003499264573795,0.13693505509236475,0.02374577621789583,-13.931300719845
-0.16832353052695567,0.028468862451389063,0.07134297839671859,0.031199031331547056,0.14932512528058334,0.026317828949539344,-11.940938168294595
-0.17995919458632578,0.02939613455346742,0.09246660621002044,0.027559707401687703,0.09427284587431575,0.026713288298543802,-9.932871625891002
-0.17027576200495848,0.02742950542216905,0.12590971688912186,0.02954141980508131,0.04364129729395696,0.02250370592372319,-7.926345868993538
-0.11408405629638385,0.028188043309416735,0.1007860510426765,0.030089804902731106,0.05773978163491266,0.023146016009967133,-5.94578447845735
-0.0792019686837134,0.029565667584410805,0.06773149386095928,0.03323114710271738,0.05517952137592574,0.024225124100846807,-3.963689405191088
-0.050310704466577406,0.03006354769854949,0.09146845012572617,0.03334461374771776,0.06031007166037653,0.0250116952474219,-1.9836716241711303
-0.030810595440715263,0.026656226867351553,0.05016550706712872,0.030839598567949735,0.01931174995599558,0.02299038974941514,0.005556908631629192
-0.022624250984239803,0.04057904158911509,0.0974634863660147,0.030096093368253387,-0.0651365780374236,0.03204147660509081,2.000326247672453
0.006284422442730966,0.030929726608882744,0.11351133490377342,0.02985352617739212,-0.07630126981432593,0.026138180545976355,3.9834197544590353
0.04804439118023469,0.031019788477203394,0.10762487991060814,0.030665257223672075,-0.042438494458023314,0.02660282607625325,5.95841652211645
0.10433101955651701,0.025707363323254316,0.1427669050051476,0.02517042833717626,-0.030449715039312084,0.0223519242517593,7.938692978759559
0.11447928011327455,0.02307304885676891,0.15348636329966842,0.0259855061451968,-0.08269006667216974,0.02012671621701072,9.937523170258753
0.11292014941679081,0.028152621008716957,0.10730757049225194,0.032241720780795506,-0.1179943351800588,0.02482064779232699,11.933571973871455
0.1323889846408958,0.02477888017124643,0.07338892539252781,0.029031394753485342,-0.15471427559761158,0.022468379460809235,13.94419788924571
0.19294318142331943,0.020660548257986733,0.04303474657882242,0.024589143965772935,-0.1695960181011236,0.020019047943416267,19.930288481998378
