alpha,beta,CL,CL_ci,CD,CD_ci,CS,CS_ci,CMx,CMx_ci,CMy,CMy_ci,CMz,CMz_ci
12.5,-20.03306181832601,0.777951405622742,0.008796856833471997,0.20965299417515762,0.007808202513084929,-0.07250478256562636,0.008217489683777739,-0.142672196724445,0.0239788146347902,0.105497635459822,0.0267330242074815,0.170095068206459,0.0225675769240559
12.5,-14.015708749779463,0.8302403074977395,0.012955285139438909,0.1931747523114195,0.009309425805962184,-0.034449390408806985,0.010246626789327874,-0.0715148071806949,0.0245170436517844,0.150692119741533,0.0368042775342016,0.135075597754474,0.0256745216234829
12.5,-12.01532688930784,0.8486356648182445,0.011645372133727057,0.1845659041133973,0.009763266656747276,-0.033611967911577785,0.00813554565837993,-0.0629870090871866,0.0231105680939916,0.15437286560363,0.0329059321452925,0.10643956020603,0.0234338941148544
12.5,-10.02193052375522,0.844372693044939,0.011365030678061794,0.18101829425148508,0.0106356859804954,-0.048093781193258786,0.008553952752862554,-0.0634736057356462,0.0242190760151681,0.157390562833406,0.0329547263093356,0.0566738411783359,0.0236325973188328
12.5,-8.055560834151049,1.006523668797301,0.010837935241264824,0.10802947323957199,0.010272790394690522,-0.12184527056447772,0.008895700961960736,-0.11691206948282,0.0267860169947592,0.180125302822093,0.0348793986829733,0.01411451492199,0.0224436797592357
12.5,-6.029862930104683,0.9537384196530716,0.015370702522261782,0.1599950502942629,0.021244107617413247,-0.06548959989623337,0.010741698337113218,-0.0408294278667635,0.0286263704955798,0.130546219499605,0.0402005819509749,0.0427415331507237,0.0285571632407517
12.5,-4.002438813376063,0.9184046713894765,0.014982732979344607,0.17243465965805976,0.01769809717193447,-0.005348333591515309,0.010089797365083922,0.0115795457849802,0.0321603795235286,0.126773298197394,0.0393885813343565,0.0844651336782557,0.0290144489338355
12.5,-1.9904369199291798,0.9186803652592959,0.014083307882746029,0.18249542351422535,0.015117905473731102,0.020971896776982565,0.011043933305536349,0.0289340426385215,0.0329564536685998,0.111899049073512,0.0421249007013808,0.0701542646332426,0.0286118956952176
12.5,0.006236934639288943,0.9327251987983486,0.015877506028324398,0.18888674805756867,0.01693686866633114,0.01367763821815797,0.0104799989282744,0.00995600648602306,0.0315207782517628,0.075218719355394,0.0445381386567502,-0.00622294840687863,0.0280185877752834
12.5,2.0092166497800514,0.9271547044901232,0.015478908445309329,0.18918201422866804,0.018493063677438935,0.020212172896745345,0.010114147444868611,0.00380194605735361,0.030972772935572,0.0670978249130965,0.0424632374852895,-0.0753837021818302,0.0278145126282776
12.5,4.026042853894021,0.9264779163925219,0.014463729337635955,0.19053897242035212,0.015969671394721947,0.05711214792710673,0.00981487690616588,0.0263085549643294,0.0281338870066655,0.0775354510272678,0.0442854459217499,-0.0721693066715767,0.0275663442296409
12.5,6.032313484777512,0.904332198504447,0.013675018771545895,0.19875546429064425,0.015903775687221792,0.07086368222790036,0.009670037966489518,0.0462877892104699,0.0284111602498085,0.108084402998637,0.0423601024915454,-0.0755187863584942,0.0249358041317863
12.5,8.040287349192912,0.866938735025727,0.013157295125787564,0.1832961756463486,0.014969734589144206,0.08835041873904856,0.009641887208934047,0.0889167401541545,0.028995113913509,0.145946798410035,0.0393553788984878,-0.0454755154487997,0.0282073616723269
12.5,10.037892784949944,0.8939409571719724,0.01295305280419159,0.1904967024240417,0.013890898029644879,0.08309912378412976,0.01027379051446907,0.0940849815137015,0.0260604537199178,0.124385920940314,0.0361359218663154,-0.0706091247819989,0.0277191625554416
12.5,12.012352613272146,0.8654661435745437,0.013292408593805123,0.1951719602829853,0.014118408150101295,0.027089361225773816,0.010568941682094995,0.0369289869110848,0.0289402501888588,0.142488643956464,0.0388826159056847,-0.165668764638255,0.0296007824043359
12.5,14.03755227969408,0.8770062636432303,0.01279498307188091,0.18972929247964704,0.013000904667972327,0.0823523935439637,0.010195284111974946,0.103505312128987,0.0250040737685825,0.116472214689101,0.0383725081672792,-0.122119303392468,0.0295713217237066
12.5,20.050484500008725,0.839104780120975,0.010512431660821126,0.2263726395107008,0.009036578817891099,0.11071283678269149,0.00811056514566816,0.142420967084123,0.0233827963384127,0.0117062004525746,0.0325559862184502,-0.142771430598793,0.022400434567836
