alpha,Cd,Cs,Cl,CmRoll,CmPitch,CmYaw,Cd(f),Cd(r),Cs(f),Cs(r),Cl(f),Cl(r),xcp,Ux_final,Uy_final,k_final,p_final,omega_final,Iter,yplus_max
-5.0,0.077004676127701,2.7165493576573942e-22,-0.2451229778244124,0.2451229778244125,0.0796857665059331,0.077004676127701,0.283625315888263,-0.206620639760562,0.077004676127701,-0.077004676127701,-0.0428757224062731,-0.2022472554181393,0.567597668286,1.633269000565485e-08,1.2683306573294802e-07,1.7065150351983487e-09,2.6567532769513e-07,3.020684572492075e-11,5001,0.233676653484012
-2.0,0.0583328509285085,8.226289335317984e-23,-0.0534608240426624,0.0534608240426624,0.0278338533438584,0.0583328509285085,0.0826272495069167,-0.0242943985784081,0.0583328509285085,-0.0583328509285085,0.0011034413225271,-0.0545642653651896,0.751835985805,1.005356729658126e-08,1.539788312066231e-07,1.7129938608819316e-09,1.519131110932948e-07,2.726921939650405e-11,5001,0.2268323922118076
0.0,0.0392813877700374,1.9240554143037576e-22,0.2406935565088119,-0.2406935565088119,-0.0121256659956565,0.0392813877700374,-0.2210528626237932,0.2603342503938307,0.0392813877700374,-0.0392813877700374,0.1082211122587494,0.1324724442500625,0.300378024952,2.0107410535140477e-09,6.535851102071555e-08,2.9594594913376255e-10,7.740072502077601e-08,1.8148698502849736e-11,976,0.2144163379146977
6.0,0.0220741643894189,9.00209742634724e-22,1.1158686844106105,-1.1158686844106105,-0.0755765264511612,0.0220741643894189,-1.104831602215901,1.12690576660532,0.0220741643894189,-0.0220741643894189,0.482357815754144,0.6335108686564666,0.317960638625,1.7507801823214466e-09,4.9962230829682346e-08,7.655951830173219e-10,3.023948237216586e-08,1.0020610717304869e-11,646,0.2601672131491818
10.0,0.03232980521743,1.2338665984775992e-21,1.459682038720358,-1.4596820387203582,-0.0726388759285708,0.03232980521743,-1.4435171361116432,1.4758469413290731,0.03232980521743,-0.03232980521743,0.6572021434316082,0.8024798952887497,0.300334598537,2.268354098565232e-09,2.7141998897464652e-08,7.277813980524181e-10,1.611751677475675e-08,7.698101170087027e-12,517,0.3505119951731673
12.0,0.0613685093020882,1.275045694048756e-21,1.5035661013903805,-1.5035661013903805,-0.095107401931828,0.0613685093020882,-1.4728818467393363,1.534250356041425,0.0613685093020882,-0.0613685093020882,0.6566756487633624,0.8468904526270182,0.314111494358,3.869931828752859e-09,3.0320364240274785e-08,9.058949307098443e-10,1.848518756446567e-08,7.316562824933907e-12,452,0.3750375927561188
14.0,0.1449676710847656,9.999979203232537e-22,1.1165707866907306,-1.1165707866907306,-0.130516091799477,0.1449676710847656,-1.0440869511483477,1.1890546222331135,0.1449676710847656,-0.1449676710847656,0.4277693015458881,0.6888014851448424,0.366691141882,6.906885608208868e-09,2.4655834248520442e-08,9.95323688697493e-10,7.777707125955587e-08,1.044471181916964e-11,738,0.3528897566482217
16.0,0.2106626144612369,9.887610374754385e-22,1.0274693267687864,-1.0274693267687864,-0.1531927275369142,0.2106626144612369,-0.9221380195381682,1.132800633999405,0.2106626144612369,-0.2106626144612369,0.360541935847479,0.6669273909213074,0.396493100895,3.3098506722812115e-09,1.2444865165839992e-08,9.341412624253635e-10,7.903253802989663e-08,9.644828496621742e-12,1046,0.3631938830618514
18.0,0.2512318237039869,9.302022908433472e-22,1.0295344017565942,-1.0295344017565946,-0.1623364420937745,0.2512318237039869,-0.9039184899046012,1.155150313608588,0.2512318237039869,-0.2512318237039869,0.3524307587845225,0.6771036429720716,0.403614182047,3.350237537366395e-09,9.674515642664661e-09,8.686506823328646e-10,7.584116933387102e-08,8.350933597189567e-12,1136,0.3703532984324136
20.0,0.2926594125530201,1.0086133062646128e-21,1.0346560754246688,-1.0346560754246688,-0.1683160759202548,0.2926594125530202,-0.8883263691481585,1.1809857817011788,0.2926594125530202,-0.2926594125530202,0.3490119617920795,0.6856441136325893,0.406959419434,4.086857918143818e-09,1.06731724556755e-08,9.959861620343767e-10,7.782842501176029e-08,7.126507512094691e-12,1261,0.3771374290972151
22.0,0.3336748469204325,9.759885179883648e-22,1.044018981710757,-1.044018981710757,-0.1751961234471417,0.3336748469204325,-0.8771815582505408,1.2108564051709734,0.3336748469204325,-0.3336748469204325,0.3468133674082368,0.6972056143025203,0.410290055317,5.312023464503475e-09,1.1564379426348332e-08,3.4586091090000405e-10,7.831564614707058e-08,6.279625925576536e-12,1755,0.3814069601308832
24.0,0.3720501939476145,9.382464428393708e-22,1.055112863601373,-1.055112863601373,-0.1802100095473852,0.3720501939476145,-0.8690877666275653,1.24113796057518,0.3720501939476145,-0.3720501939476145,0.3473464222533011,0.7077664413480715,0.411591441872,3.844433490945256e-09,7.808607872507519e-09,2.706529634416999e-10,7.86304364990926e-08,5.272695346559653e-12,3313,0.3883901029214276
